count,time
10,"1,2909999895782676E-06"
50,"4,909999233859708E-07"
100,"3,7500001326407073E-07"
500,"2,6300006084056804E-07"
1000,"3,440000000409782E-07"
5000,"2,350000158912735E-07"
10000,"3,4300001061637886E-07"
50000,"1,5970000504239579E-06"
100000,"2,7840000029755174E-06"
500000,"3,867000032187207E-06"
1000000,"3,460000016275444E-06"
5000000,"3,3730000268406E-06"
10000000,"5,316000056154735E-06"
